Datetime,username,tweets
2021-05-30,Imnzulaikha,Betul la tuh its not a joke anymore abt the new cases. Please stay save stay at homeðŸ™Œ
2021-05-30,malmaruhan,"You know why we Malaysians donâ€™t deserve good medical facilities, good doctors &amp; importantly a good health minister who has been stressing us so much to stay at home?"
2021-05-30,DurianPutera,"@KKMPutrajaya @IsmailSabri60 alkisah pkp  bagus semua dok rumah aku keluar sorang je takpe bayangkan kalau ramai fikir macam tu maka jemlah jalan raya   jadi sebelum kita asyik salah itu salah ini tanya diri kita macam mana pula?  stay at home.? scan ? merentas tak?"
2021-05-30,Fahmi18Khoirul,"!!! ALERT PROMO !!!  -Semua peminat monstr mesti sedih kn sbb dh nk lockdown ni , nnti kalau dh lockdown dh tk dpt nk rasa lagi produk monstr ðŸ¥º hnya stay at home saja ðŸ¥º -Jdi korng jgn risau ya  HQ ade kn PANIC BUYING khas utk korng semua dn bukn tu aja ade promo sebyk 5% tauðŸ¤— https://t.co/NfeDhjgUB6"
2021-05-30,RShamasundariS,"@RadhaKk3 That's good... ðŸ‘ Stay home. Stay safe.. Take care ðŸ¤"
2021-05-30,byeolhun,nampaknya macam tu lahh. Tapi malaysian semua jangan la duk keluar sakan yee. Stay at home ya https://t.co/SwUSJ7iaaD
2021-05-30,hyeras95,@KKMPutrajaya @IsmailSabri60 Do your part guys . Takde keperluan betul2 jangan keluar rumah . Stay at home . Sanggup ketotal lockdown 14 hari ? tak boleh beli brg keperluan makanan ? semua nt tau nak maki kata kerajaan bodoh la .
2021-05-30,ItsMoeTj,@Nesu_Licia Dude I donâ€™t know. I donâ€™t wanna celebrate it tbh. Just wanna stay at home or buy a PS5 (if stores are restocked by then) and jam some NBA or something
2021-05-30,Alex_es_Casa,"Dear supervisor, I hope that you see this post, you politely request all the morning shift go to work today despite the spike on coronavirus, yet  you stay your ass at home whole day.... Ya I'm mad, I hope your whole family positive."
2021-05-30,xulaikaxanim,"5) Stay at home &amp; Stay safe !  Jgn lupa stay at home dan elakkan aktiviti diluar .. Tapi jgn dok di rumah jadi keyboard warior yaa .. Carilah aktiviti yg sihat .. Memasak, menjahit, hias rumah , jaga anak. Ehh .."
2021-05-30,lisxltf,i want to see u ðŸ˜­ ermm pkp bila mau abis rinduu beratt ni ðŸ˜”ðŸ’” please stay home kwn2 https://t.co/BjrK3tqUv5
2021-05-30,aliazainddn,"Looking at the numbers, InsyaAllah boleh turun. Letak tepi la kerajaan macam mana sekali pun. Letâ€™s us keep praying and stay at home if takda apa2 urusan. We play our role okay folks!"
2021-04-16,BinNorhasmin,"Kerajaan dah usahakan pelbagai cara, rakyat juga perlu patuh untuk memerangi #Covid19 #kitaAkanmenang#kitaAkanmenang melawan #covid19 gaiss, stay safe patuhi SOP https://t.co/2urOS6LhKw"
2021-03-30,Nikonik09218573,"Hari ni hari pertama aku akan di kuarantin sebab aku Positif Covid19. Tapi korang nmpk x gmbr yg aku ltk emoji tu, amoi cina tu bagi duit kat pakcik melanau. Dorang x kenal pun. Tp sbb kemanusiaan, sanggup bkongsi rezeki. Mak pakcik tu agaknya sakit. Yang tunduk kat kerusi tu. https://t.co/Qyy25rs8Za"
2021-02-19,LazarusAdam96,Life before Covid 19 ðŸ”¥I miss the boisðŸ˜¤ https://t.co/vICqOpINh6
2021-02-17,Amenjahhh,ä½ æƒ³æŽ¥ä¸‹æ¥çš„æ—¥å­éƒ½ä¸€ç›´æˆ´ç€å£ç½©å‡ºé—¨å—ï¼Ÿæˆ‘å¯ä¸æƒ³å•Šã€‚æˆ‘çœŸçš„å¾ˆä½©æœé‚£äº›ç§‘å­¦å®¶èƒ½å¤Ÿåœ¨ä¸¤å¹´å†…ç ”åˆ¶ç–«è‹—å•Šã€‚å› ä¸ºcovid19å„å›½æ¯å¤©éƒ½æœ‰æ­»äº¡ã€‚è¿™ä¸ªç—…æ¯’å¸¦ç»™æˆ‘ä»¬çš„ä¼¤å®³å·²ç»å¤Ÿå¤šäº†ã€‚æ˜¯è¯¥é€‰æ‹©æ’­ç§ç–«è‹—ï¼Œå¦‚æžœä½ ä¸æƒ³æ­»ã€‚
2021-02-17,Amenjahhh,"After all, I donâ€™t expect perfection in every childâ€™s learning bcz COVID-19 really affected every single one of us and teachers are doing their best already. I still pray for the best for each one of us. Take care peeps."
2021-02-15,cafeberts,Good Morning ! Eat well yeah?#jagajarak #jagaSOP #malaysia #selangor. #shahalam #covid_19 @ Malaysia https://t.co/6GwbzL0XYD
2021-02-02,ShamsuriIbnuhu1,Moga Allah lindungi kita semua drp wabak #COVID19 @ Malaysia https://t.co/PnWGTRVR3D
2021-02-02,ZakariaAriffin7,Kopi Lemon? ðŸ’šðŸ’›â™¥ï¸ðŸ‹â˜•ðŸ‡²ðŸ‡¾Banteras covid19â˜•ðŸ‡²ðŸ‡¾#kopitenang #kopitenangmalaysia #kopiisgood #kopitenangmurah #marleycoffee #lemoncoffee #staysafe #stayhome #PMTepiZ  #banterascovid19 #covid_19 @ Malaysia https://t.co/SAlMzXr7XV
2021-01-30,endangada,@datukhensem Saringan Covid-19 Besar-Besaran Di Sibujaya Ahad iniSIBU: Kementerian Kesihatan Malaysia (KKM) akan melakukan ujian saringan Covid-19 secara besar-besaran di Sibu Jaya pada Ahad ini 31 Januari 2021 setelah kes Covid-19 turut dikesan di kawasan tersebut iaitu 89 kes.
2021-01-29,fazli_gnola,Nombor keramat bagi kami.. Tapi angka ini masih tidak menjadi ketakutan masyarakat di luar sana..#covid19 #pkpmcmxpkpjer..#kamidahpenat @ Malaysia https://t.co/ztRXHFwRWN
2021-01-29,ShamsuriIbnuhu1,Moga Allah lindungi kita semua drp #COVID19 @ Malaysia https://t.co/Oh0m7GhzTL
2021-01-23,soonkv,Morning walk into 2nd week of 3rd waveâ€™s covid19 lockdown. #mco #malaysia #movementcontrolorder #covid_19 #staysafe @ Malaysia https://t.co/SD3fGgaYfY
2021-01-17,EtiHolidays,#ETIHOLIDAYS #HCGMICE Post #covid19 | #stayingsafeWill luxury still keep attract Chinese consumers? keep consider and moving #future #Millennials #China#explore #discover @who @vptonyong @ Malaysia https://t.co/eqydTJppfU
2021-01-17,EtiHolidays,#mcomalaysia #takeaway #foohingdimsum open only from 7am till 3pm #covid_19 make everybody unable out for dining #stayhome #staysafe #keephealthy #together #safelife @louisojw9 @annieong_0209 @_annieong_ @vptonyong @who https://t.co/5dvyultLR6
2021-01-16,arikadaniarmrtn,@vaksin_covid19 ga kok santai aman
2021-01-15,nshahrizal,"Drive thru covid-19 testing @ Pustaka Negeri Sarawak, Sibu https://t.co/rEzhU8f1I4"
2021-01-14,raffafax,Mereputlah lah menanti covid19 habis
2021-01-12,mesekknyawai,"Can someone please explain whatâ€™s actually the viral â€œrenga buahâ€ in #Iban language actually in medical term?? Hay fever? Rhinitis, common cold or just an alternative name for the #COVID19 #virus?? #Sarawak"
2021-01-12,arikadaniarmrtn,@kentangsadboy Jawa Bali PSBB suk wae yen wis ilang Covid19 e
2021-01-11,EtiHolidays,#ETIHOLIDAYS #HCGMICE Before #COVID-19 #stayingsafe #positive#recoveryplan2021 @vptonyong @ Malaysia https://t.co/xRb2tFXUUC
2021-01-09,mesekknyawai,"Suba madah bisi ubat bisi pengaruh bisi empelias bisi engkerabun ngicha ke enda dipeda #COVID19 ku kita #Iban, bejalai kin kia enda ngena mask, nama dirara lalu ngerigang diri ka ngiga dengah...diatu nama penyadi deh??"
2021-01-09,Veronic99351085,"Go to work go back home. I don't know why , when here some informations about case pandemic of Covid-19 .. there has 37 case in Sibuu! Omg! Always pray ðŸ™ #redzone #ðŸ˜¥"
2020-12-07,norazmania,Dah sampai ..!!But not #PKPD Area..!!Semua orang tahu kita boleh mengira..12 3 ..!!#SOP #KitaJagaKita #kitabelummenang #covid_19ðŸ˜· ðŸ’¯ðŸ‹ï¸ @ Malaysia https://t.co/nM0uwmLGrG
2020-11-30,arikadaniarmrtn,@Onyekcuuu Semoga Covid 19 segera lenyap Aamiin
2020-11-24,AidenJo32490090,Sanitasi Bangunan tetap diteruskan..#Covid19#KitaJagaKita https://t.co/4Xbx9mDbTE
2020-11-14,megatabdulR,Stay at Home ðŸ  Stay Healthy ðŸ’.....#covÄ±d19 #covid_19 #coronavirus #malaysia #lockdown #stayathome #staysafe #KitaJagaKita #dudukrumah #cegahcovid19 #collage #collageart #art #photoshop #mardesigner #collagebymar https://t.co/PUqKsydA7y
2020-11-10,mnss2903,Covid-19 SOP: Social distancing. https://t.co/e5s1BBB8tz
2020-10-11,w_n_iyliana,Update 11/10/2020 Kes Covid-19 di MalaysiaMohon kerjasama semua ye..Kawal diri dan keluarga anda.. @ Malaysia https://t.co/PAwezrcjU4
2020-10-01,kentjana_,Takkan sedar selagi tak ada figura profail tinggi yang MATI disebabkan Covid-19. Kenapa ada double standard? Bodoh.
2020-09-17,KhairudinRony,Cara mengatasi covid 19 &amp; jangan lupa berdoa ke pada yg maha pencipta kita. https://t.co/JOpI2Zw6RB
2020-08-31,Cikk_Azie,Selamat Hari Merdeka yang ke-63 tahun buat seluruh rakyat MalaysiaðŸ˜˜ Semoga negara kita terus bebas dari Covid-19ðŸ˜ŠðŸ’ªðŸ’ª Aamiin...ðŸ˜‡ #SalamMerdekaðŸ‡²ðŸ‡¾ #MalaysiaPrihatin #Malaysia2020 @ Malaysia https://t.co/sxJl8KMWSV
2020-08-30,YanaMichiyo,Selamat Hari Kebangsaan Ke-63Malaysia Prihatin â¤ï¸ðŸ‡²ðŸ‡¾Merdeka ! Merdeka ! Merdeka!ðŸ‡²ðŸ‡¾ðŸ‡²ðŸ‡¾ðŸ‡²ðŸ‡¾Tapi ingat kita belum merdeka daripada Covid19 ya. #KitaJagaKita #konsertkitamerdeka19572020 #countdownmerdekaâ€¦ https://t.co/BBoUk3xbQo
2020-08-23,raydennnrb2,"Degree in Analysis of Covid-19 , you can call me Professor now."
2020-08-16,OfficialMamanx,"#Repost @OfficialMamanxâ€¢ â€¢ â€¢ â€¢ â€¢ â€¢Salam Ahad semua. It takes a young boy from the street untuk cipta lagu for Malaysia yang dicintai pada tahun ini. Walaupun ramai yang lesu kini,  kerana kesusahan Covid 19, Bobâ€¦ https://t.co/SfLaSTv8US"
2020-08-16,OfficialMamanx,"Salam Ahad semua. It takes a young boy from the street untuk cipta lagu for Malaysia yang dicintai pada tahun ini. Walaupun ramai yang lesu kini,  kerana kesusahan Covid 19, Bob danâ€¦ https://t.co/Z4WQllziZI"
2020-08-13,YusriAzmi,Pray for Kedah.....Kes Covid-19 meningkat mendadak ðŸ˜¢ @ Malaysia https://t.co/0V09DX3vAD
2020-07-30,tkchang0214,"20200730 Thursday 0730-1200Pameran Inovasi bersempana Wacana Ilmu #4: Perjalanan ini bersama Cikgu Haji Abang Mat Bin Abang Masagus, Tuan Pengarah JPN Sarawak. First event after pandamic Covid-19..Glad that all went successful and smoothly.Can sleep well after this.. ðŸ˜ŠðŸ˜Š https://t.co/fdW4Fe0fvm"
2020-07-23,Amenjahhh,"Student C: â€œTeacher Amenjah, my Jiu Jiu (uncle) just came back from Mei Guo (USA)â€I was likeMe: â€œHuh? Come againâ€While listening to her I was doing smth. She repeats again. My first thought is COVID 19 after she said thatðŸ˜‚"
2020-07-16,izamrie,"dah let go, first kaunter di tahun covid-19.#alhamdulillah#kecilkecilansajabosku @ Malaysia https://t.co/Y0VLv37up6"
2020-07-13,ladiefarah,Amboiii ... Bukan main semuanya ya ya ey semenjak PKPP ni. ðŸ˜…. Kak Fa bukan cemburu tau tapiii... Ingat kita masih belum bebas sepenuhnya dari wabak #covid19! Jadi haruslah sentiasa beringat!Â Rumah tu rumah ...â€¦ https://t.co/Q1kT5ZMoPJ
2020-06-23,mesekknyawai,Itâ€™s #backtoschool guys; with new norms as we are battling against the spread of #Covid19. Let us hope that this will end soon!! #schoolreopening #feelingblessed #feelinghopeful #TeacherLife
2020-05-31,zizancrew,Tiada Hari Tanpa COD/Pos Ceo Cafe Shuang Hor Dari Abam ZizanMusim PKP/PKPB Permintaan Semakin Tinggi dan Ramai Yang Pentingkan Kesihatan Yang Amat Bernilai Musim Covid19 Ini..Jom Try CEO Cafe â˜•Klik link dibawahâ€¦ https://t.co/7u2qk3IM4b
2020-05-25,GelyienaOsman,2 Syawal 2020Kes baru meningkat !!!#covid19#dudukrumah #jagadiri #kitajagakita #jauhkanjarak #kerapbasuhtangan #sentiasapakaimask #hapuskancovid19#semogadipermudahkansegalanyaolehallahswtâ€¦ https://t.co/CoT21SQ9G3
2020-05-24,4jimz,Here comes the Wan Family......#HariRayaAidilfitri2020 #EidUlFitr1441Hijri #COVID19 #2020 #1441Hijri #SayangWifey #WanFamily #RimbaTheCardGame #1Syawal #schoolholidays2020 #MaafZahirDanBatin #QTheCatâ€¦ https://t.co/ao52xlGO7c
2020-05-19 07:55:41+00:00,harryejay,6 hari berturut dah sikda covid19 cases in Sarawak !
2020-05-15 10:55:46+00:00,thisisreef,"Saya akui bukan mudah menjadi Barisan Hadapan/Frontliners. Cabaran cukup besar berhadapan dengan virus Covid-19 ini. Tidak kira dilapangan mana sekalipun anda, terima kasih yang tidak terhingga kerana menjaga kami!â€¦ https://t.co/IhvfrCxAXP"
2020-05-12 12:59:27+00:00,Amenjahhh,"that time. So he has to leave his family, wife and 4 children in Kelantan first. But then Covid19 hits Malaysia and MCO started, the family couldnâ€™t come back to Sibu ðŸ’” For 3 months, without his family. I canâ€™t imagine how much he misses his wife and children ðŸ˜­"
2020-05-10 08:01:49+00:00,arieldmillan,Continue #PKP #PKPB #9JUNE2020 #PERINTAHKAWALPERGERAKAN #MCO #movementcontrolorder #LOCKDOWN #COVID19 #MALAYSIA #stayathome #staysafe #viral #like #people #world #video #primeminister @ Malaysia https://t.co/Po9D1FaDbF
2020-05-02 08:24:46+00:00,RosniMane,Thank you to all those fighting on the front lines against Covid-19 !#KitaMestiMenang ðŸ’ªðŸ» @ Malaysia https://t.co/y8cqyMzZ0a
2020-04-29 01:46:07+00:00,izamrie,#216k#covid_19#staysafemsiaðŸ‡²ðŸ‡¾#whenthereisunitythereisvictory @ Malaysia https://t.co/utIy2IevOn
2020-04-27 15:27:51+00:00,saufisufian,Covid-19 Can't Stop You Loving Your Love Ones#quarantine #quarantena #kuarantin #quarantaine #quarantÃ¤ne #karantina #cuarentena #stayathome #StayHome #flattenthecurve #breakthechain @ Malaysia https://t.co/dlzNEgusvF
2020-04-27 15:26:13+00:00,saufisufian,Covid-19 Can't Stop You Loving Your Love Ones#quarantine #quarantena #kuarantin #quarantaine #quarantÃ¤ne #karantina #cuarentena #stayathome #StayHome #flattenthecurve #breakthechain @ Malaysia https://t.co/IMJfxXXSMa
2020-04-25 13:30:59+00:00,mesekknyawai,Minta ampun...nadai Gawai taun tu au..galau aja bulu betis kita nya sampai begelung anang beguai ka ngikis iya taun tok! #COVID19 https://t.co/5oKvNokXht
2020-04-25 08:17:59+00:00,drkaylateh,Should you cancel your Dental appointment? Should you still go to the hospital and get your medications?We know that you might be afraid to go to hospitals and clinics during this COVID-19 outbreak. But when SHOULDâ€¦ https://t.co/60VZJCAZ3D
2020-04-24 15:09:07+00:00,saufisufian,"Stay home longer, the movement control order (MCO) extended to May 12, 2020. (19th day of Ramadhan)#covÄ±d19 #quarantinelife #quarantena #kuarantin #quarantaine #quarantÃ¤ne #karantina #cuarentena #stayathomeâ€¦ https://t.co/FnxHO4QmHn"
2020-04-24 15:06:43+00:00,saufisufian,"I noticed during this  COVID-19 pendemic is the absence of airplanes in the sky.#covÄ±d19 #quarantinelife #quarantena #kuarantin #quarantaine #quarantÃ¤ne #karantina #cuarentena#stayathome #flattenthecurveâ€¦ https://t.co/THFqHNeZqY"
2020-04-23 13:00:43+00:00,arieldmillan,Continue #PKP #PERINTAHKAWALPERGERAKAN #MCO #movementcontrolorder #LOCKDOWN #COVID19 #MALAYSIA #stayathome #staysafe #viral #like #people #world #video #primeminister @ Malaysia https://t.co/wcePn97ukC
2020-04-23 10:30:34+00:00,EdahRusdi,"Alhamdulillah, adik aku dah discaj setelah 18 hari bertarung dengan Covid19... Terima Kasih semua Frontliners â¤ï¸#HapusCOVID19#KitaMestiMenang #KlusterBunian https://t.co/hrKbtBaAB7"
2020-04-22 08:12:49+00:00,boetec,MCO DAY 36. #coronavirus #covid19 #mco #pkp #day36 @ Malaysia https://t.co/lNoiUcWc3D
2020-04-22 02:08:21+00:00,saufisufian,"Protect Your Home from CoViD-19.Before entering your home, take off your shoes, spray alcohol on the soles , or leave them under the sun.WASH YOUR LEGS TOO!#stayathome #socialdistancingâ€¦ https://t.co/o7CkSJ09BL"
2020-04-21 02:24:13+00:00,saufisufian,CoViD-19The new norm: Wash Your HandsCan help yourself and your loved ones stay healthy#stayathome#socialdistancing#flattenthecurve#breakthechain @ Malaysia https://t.co/YaMuVokYGr
2020-04-20 08:54:40+00:00,saufisufian,Social Distancing is a new normCoViD-19#stayathome#socialdistancing#flattenthecurve @ Malaysia https://t.co/BoQnjIyRqE
2020-04-20 02:05:17+00:00,saufisufian,"Helping those in need is not charity, it's humanity.Abhijit NaskarCoViD-19#stayathome #socialdistancing#flattenthecurve @ Malaysia https://t.co/KHeEZD8RCJ"
2020-04-20 00:31:26+00:00,saufisufian,Wipe your face with clean wet tissue is new normCoViD-19#stayathome #socialdistancing #flattenthecurve @ Malaysia https://t.co/aJmnFivLDe
2020-04-19 15:05:35+00:00,saufisufian,SOCIAL DISTANCING. SAVE LIVES. START TRAVELCoViD-19#StayHome #socialdistancing @ Malaysia https://t.co/QKLKouhGfO
2020-04-19 13:01:20+00:00,mesekknyawai,"Anti-viral drugs can easily identified with the suffix â€œ-virâ€, e.g remdesivir, favipiravir etc. while various classes of anti-inflammatory drugs such as chloroquine, azothromycin (which is also an antibiotic) used for the combinative treatment of #Covid19"
2020-04-19 08:06:46+00:00,saufisufian,FLATTEN THE CURVE. SAVE LIVES.CoViD-19 @ Malaysia https://t.co/bIHhT1hF2t
2020-04-19 02:58:57+00:00,saufisufian,Day #33  Movement Control Order (MCO) - CoViD19#stayathome @ Malaysia https://t.co/BLddhWKTHF
2020-04-18 12:55:50+00:00,saufisufian,Day #32  Movement Control Order (MCO) - CoViD19#stayathome @ Malaysia https://t.co/jXm5jBiQfe
2020-04-18 11:51:14+00:00,NursaifulSyah,"Just shoot at home . Sempena musim wabak Covid-19 ni, banyak pihak memerlukan bantuan kita, jika korang nak berikan sumbangan. Boleh sumbangkan kepadaPERTUBUHAN KASIH UMAT MALAYSIACIMB 8603546376Tabung iniâ€¦ https://t.co/9EJnKkf5lm"
2020-04-15 11:36:14+00:00,AjmerZeb1,corona virus(covid19) in the whole world. https://t.co/zh6PNktSTy
2020-04-15 03:17:56+00:00,thisisreef,"Tersentuh hati bila tengok video ni. Di saat negara berdepan dengan isu wabak Covid-19, ramai dikalangan kita berhadapan dengan pelbagai kesukaran. Tak dapat balik kampung jumpa mak ayah, tak boleh pergi bekerja.â€¦ https://t.co/mP3UUwP2Fj"
2020-04-13 14:08:18+00:00,EdahRusdi,@mohd_rodzy Adik aku positive Covid19...
2020-04-12 11:20:10+00:00,NursaifulSyah,"Just shoot at home . Sempena musim wabak Covid-19 ni, banyak pihak memerlukan bantuan kita, jika korang nak berikan sumbangan. Boleh sumbangkan kepada PERTUBUHAN KASIH UMAT MALAYSIACIMB 8603546376Tabung iniâ€¦ https://t.co/GEVSHRey1R"
2020-04-12 10:34:38+00:00,aburaziq313,"Takziah diucapkan kepada keluarga Allahyarham Hashim bin Muhammad - 54, yang telah meninggal dunia jam 1.50 AM hari ini. Beliau meninggal dunia akibat wabak COVID-19. Ini adalah kematian COVID-19 ke tujuh di ICUâ€¦ https://t.co/pdOSsio1fT"
2020-04-12 06:03:46+00:00,eshamzhalim,Apabila kena kuarantin daripada travel ðŸ˜‚. Stay home today for tomorrow travel. Ikut nasihat kerajaan guys.. Stay at home and stay safe. Bersama kita putuskan rantaian dan melawan covid19 ðŸ‘ Malaysia Boleh!!!â€¦ https://t.co/smeLawsmky
2020-04-12 05:53:25+00:00,ladiefarah,Tauhu berlauk siap kukus - tunggu masa nak masuk dalam kuali minyak panas petang ni. ðŸ˜.   Membelon lagi waktu2 #stayathome #stayhome #mco #pkp ðŸ˜†ðŸ¤ª#foodgasm#foodporn#foodphotography #foodstagram #covid19â€¦ https://t.co/dwmKKNf6FX
2020-04-11 09:05:56+00:00,palmy_malaysia,Join us in helping our front liners by providing them the best product. ..Read more about this in our blog https://t.co/YODuM6su5c and help them by buying our product ðŸ™ðŸ½ #covid19 #covid19malaysia #artâ€¦ https://t.co/5pvGyFRPNU
2020-04-08 02:01:46+00:00,EdahRusdi,"Alhamdulillah, wife adik negative.. #Covid19 https://t.co/FUTu8A8VHS"
2020-04-06 18:25:28+00:00,Deepzter,Let's do our part by staying home! â¤ï¸#covid19 #malaysia #hennadesign#hennaartists #talened #togetherwefightthis#socialdistancing#Repost malaysia_natural_henna_artistâ€¢ â€¢ â€¢ â€¢ â€¢ â€¢STAY HOME FOR THE PEOPLE YOU LOVE.â€¦ https://t.co/Ge0j4UPKda
2020-04-06 10:19:29+00:00,saufisufian,Day #20  Movement Control Order (MCO) - CoViD19#stayathomeRaining and wet. I miss my children and cucukðŸ˜žðŸ˜žðŸ˜ž @ Malaysia https://t.co/rhC4ETP1EG
2020-04-06 06:08:40+00:00,EdahRusdi,@MattHafizz Sama2 doa nak bagus bagus... Ilang semua wabak penyakit Covid19 di negara kita tok...
2020-04-05 12:26:44+00:00,EdahRusdi,"Salam semua, my Lil brother have been tested positive for Covid19. Hopefully things will be just fine. Please pray for his well being.. Aamiin... Thank you.."
2020-04-05 05:58:29+00:00,fqemo,Capo LekirDay 19..#lekir #ultras #stayathome #workfromhome #negaraku #corona #coronavirus #covid19 #ultras #capo #flare #soccerart #illustration #cartoon #vector #vectorart #adobe #adobeillustrator #illustratorâ€¦ https://t.co/U5cl6ZwZlP
2020-04-04 04:52:13+00:00,saufisufian,Day #18  Movement Control Order (MCO) - CoViD19#stayathomeHarvesting Vitamin D at the garden @ Malaysia https://t.co/5TzbgGoyEJ
2020-04-02 04:13:44+00:00,SouthCrestMY,FACT OR FICTION? ðŸ¤”.#Swipe for more fact accurate about #Covid19.Source : who @ Malaysia https://t.co/Qevo7olvil
2020-04-01 14:09:38+00:00,kamariah_awg,"Bismillah ðŸŒðŸ˜”ðŸ˜”Allahu, 7 Sya'ban 1441hHari ke 15 #PerintahKawalanPergerakan #covid_19 #covid19 Moga Allah Merahmati kita semua#StayAtHome @ Malaysia https://t.co/lxjnh25nE3"
2020-04-01 12:59:46+00:00,TEDxKangar,Hello people!We are glad that more than 100 of enthusiastic young souls joined the Learn Online Programme created for Malaysians during #MCO. Congrats!#TEDxKangar #NewNormal #covid19 #elearning @ Malaysia https://t.co/DlfxRrnzYc
2020-03-31 16:58:07+00:00,MuhdIkhwnSfwn,May April bring us hopes and miracles.#covÄ±d19 #dudukrumah #stayathome #staysafe #wefighttogether @ Malaysia https://t.co/PAr7YQJZX7
2020-03-31 10:36:27+00:00,saufisufian,Day #14  Movement Control Order (MCO) - CoViD19#stayathomeOur coexistence @ Malaysia https://t.co/tLUsR47k0F
2020-03-30 11:05:42+00:00,Zulharith753121,#stayathome#staysafe#kitajagakita#COVID-19 https://t.co/Goi8wV2KkG
2020-03-29 14:42:51+00:00,en_missy7,#_CORONA_VIRUS_DISEASE_19 ( COVID-19 )#kitajagakita #stayhome #KamiCare #DudukRumah #PerintahKawalanPergerakanâ€¦ https://t.co/6HIO4kOKBi
2020-03-29 02:00:27+00:00,bekam_senawang,LANGKAH PENCEGAHAN BAGI WANITA HAMIL#covid19 #stayathome #arayyancares #fightcovid19 #rmo @ Malaysia https://t.co/zraESDDKHR
2020-03-28 09:46:38+00:00,yselangorportal,"KITA JAGA KITAðŸ’ªðŸ»Ayuh! Tingkatkan semangat kebersamaan serta saling ingat-mengingati agar terus mematuhi arahan Perintah Kawalan Pergerakan demi membendung rantaian penularan wabak COVID-19 ini.Like, Share,â€¦ https://t.co/ItflkRLdRG"
2020-03-28 05:33:48+00:00,zizancrew,"Crowdfunding GPMS untuk Mahasiswa yang terjejas di rumah sewa akibat #COVID19Bantulah mereka, berilah sumbangan ikhlas anda. Semoga Allah SWT memberkati anda dan keluarga. Terima Kasih daripada kami, Gabunganâ€¦ https://t.co/0eug5tdMnH"
2020-03-27 17:05:43+00:00,TEDxKangar,We like this topic! It talks about #dolphins #aliens #environment Perhaps there's the idea about #animal empathy that will let you think about meet eating. And more...#TEDxKangar #NewNormal #covid19 #loveâ€¦ https://t.co/smD4xuGSFn
2020-03-27 16:51:00+00:00,firzhafiz,Stay Chill 11th day of â€˜L.O.C.K.D.O.W.Nâ€™ ðŸ’ªðŸ¼ðŸ‘¨ðŸ»â€âš•ï¸ðŸ¦ ðŸŽ€ðŸ™…ðŸ»â€â™€ï¸ðŸ™…ðŸ» â£â£â£â£Stunning Long Cape by Me: @firzhafizâ£Model : @wilsonbehks â£#justpicture #covid19 #coronavirus #globalpandemic #movementcontrol #bestrong #courageousâ€¦ https://t.co/Hno6AknYUO
2020-03-27 09:43:59+00:00,EdahRusdi,@MattHafizz Negara Wakanda ada kenak covid19 juak sik ?
2020-03-27 04:50:06+00:00,Amenjahhh,Itâ€™s funny how USA claims themselves to be no. 1 country in the world but look at the number of their Covid-19 cases... #yikes
2020-03-26 15:07:27+00:00,KeepMeSafeApp,#COVID19 #kitajagakita#stayathome #dudukrumah @ Malaysia https://t.co/xdmVOYspE6
2020-03-26 14:23:03+00:00,zizancrew,Buat Peminta Coffe Mari Dapat Ceo Cafe Yang Terbaik Di Dunia Ini...Di Musim Covid-19 Ini Mari Kita Rawat Badan Dengan Bahan Yang Tidak Berracun...Nilai Kesihatan Amat Penting &amp; Mahal Untuk Kita Ketika Ini..Abamâ€¦ https://t.co/e7UDOaWEi6
2020-03-25 07:40:33+00:00,BuditBliss,"Cayok Malaysia! Jangan degil, ikut arahan. Malaysia pasti boleh! #Covid19 #Coronavirushttps://t.co/Xe4DM6ItHr"
2020-03-24 23:28:04+00:00,myizad,"It's not what your country can do for you, but what you can do for your country!âœŠ #deminegara #kitajagakita #covid_19 #malaysia #stayhome #staysafe #myizad #izadftw #cresm #creverywhere #mylegacy #myworkinTMâ€¦ https://t.co/xH3tFoGCcz"
2020-03-24 13:51:49+00:00,mesekknyawai,This is like watching another season of #powerrangers; a new villain kicks out the old one and in the end they merge to form â€œAlliance of Supervillainsâ€ #COVID19 #Hantavirus CORANTAVIRUS!!
2020-03-24 09:51:24+00:00,mesekknyawai,Letâ€™s pray for #Malaysia and the rest of the world and put or joint effort to combat this #COVID19 until we #FlattenTheCurve #StayAtHome #MovementControlOrder #MCO #PerintahKawalanPergerakan #plateau
2020-03-24 08:02:01+00:00,yselangorportal,"""I STAY AT WORK FOR YOU, YOU STAY AT HOME FOR US""-Frontline Healthcare WorkersLike, Share, Subscribe &amp; Follow Socmedia Rasmi Yayasan Selangor#StayHome #DudukRumah#COVID19 #KKM #MKN#YayasanSelangorâ€¦ https://t.co/2is8YobMV7"
2020-03-23 14:20:43+00:00,GunasegarDinesh,ðŸ  S T A Y AT H O M E ðŸ  #covid19 #2020 #bepositive #nopanic #tesco #stayathome #messyhair #busyworking #malaysia #keeppray @ Malaysia https://t.co/Bxr5VXgDCw
2020-03-23 13:22:13+00:00,GoGreenPlay1,Five things to help stop the spread of coronavirus:The World Health Organization is advising people to follow five simple steps to help prevent the spread of COVID-19: 1. Wash your hands 2. Cough/sneeze into yourâ€¦ https://t.co/pM9eQiXAAT
